"text","emotion"
"Karar vermeden evvel düşünmek gerekir; ihtiyat daha evlâdır.","cekince"
"Şunu öğrenmek muradıyla sorarım, bu hâlin sebebi hakkında bir izah var mıdır?","merak"
"Huzur-ı âlinize nihâyet ihtiram ile beyan eylerim.","saygi"
"Vaktim elem ile geçti; hâlimi anlatmak müşkül oldu.","uzuntu"
"Rica eylerim mektubumu kabul buyurunuz.","istek"
"Muhterem efendim bihakkın ihtiram göstererek zikrederim; iradenizden ayrılmam.","saygi"
"Mümkün ise biraz mühlet tanıyınız.","istek"
"Bu kırıcı tavra tahammül edemem; adalet duygusu zedelendi.","kizginlik"
"Ettiğiniz ihsana dolayı kalben müteşekkirim.","minnettarlik"
"Şerefli efendim sonsuz tâzimle zikrederim; nazar-ı dikkatinize minnettarım.","saygi"
"Arzım odur ki bu işi geciktirmeyiniz.","istek"
"Işler düzelecek, kalbim buna meyleder.","umut"
"Güzel bir sabah gibi kapılar açılacak; bekleyişim boşa çıkmaz sanırım.","umut"
"Muhterem efendim tam bir tâzim ile takdim ederim; feyzinize sığınırım.","saygi"
"Gönlümce olan budur, bu hususta izin veriniz.","istek"
"İzzetlü efendim derin bir saygı ile dile getiririm; nüktelerinizden istifade ederim.","saygi"
"İstirham ederim bu hususta izin veriniz; bendenizi mahrum bırakmayınız.","istek"
"Acele etmek münasip görünmez; gönlüm tam mutmain değildir.","cekince"
"Dertler hafifleyecek, kalbim buna meyleder.","umut"
"Gönlümde bir sual dolaşır, vaktin niçin geciktiği hakkında bir izah var mıdır?","merak"
"Merak ederim ki vukû bulan işin aslı nicedir?","merak"
"Şöyle bir sual var ki mezkur sözün manası ne suretle anlaşılır?","merak"
"Temennim budur ki haber ulaştırınız.","istek"
"Zât-ı âlinize borcumu kelâm ile ödeyemem; hatırınız bende daim oldu.","minnettarlik"
"Her işaret güven vermiyor; bu sebeple temkinli davranırım.","cekince"
"Yaptığınız iyiliğe kalben müteşekkirim; gönlüm ferah buldu.","minnettarlik"
"Allah'ın izniyle bu karanlık dağılacak; ruhum böyle fısıldar.","umut"
"Her işaret güven vermiyor; bir kere daha düşünmek yerinde olur.","cekince"
"Keremkâr hazretleri hâlisâne hürmetle beyan eylerim; işaretiniz benim için emirdir.","saygi"
"Mürüvvet buyurup kapıyı açtırınız; gönlümce olan budur.","istek"
"Yüreğim incindi, çünkü vaktim elem ile geçti.","uzuntu"
"Vicdan buna susmaz; bu edepsizliğe pek gazap duyarım.","kizginlik"
"Lütufkâr efendim derin bir saygı ile sunarım; nüktelerinizden istifade ederim.","saygi"
"İzzetlü efendim arz ederim; feyzinize sığınırım.","saygi"
"Yakında kapılar açılacak.","umut"
"İçim dardır; günüm kederle soldu.","uzuntu"
"Sözünüz yara açtı; bu hâle öfkelenirim.","kizginlik"
"İzzetlü efendim ifade kılarım; sözünüz başım üstündedir.","saygi"
"Dilimden neşe eksildi; sabrım ağır imtihana düştü.","uzuntu"
"Kadr ü kıymeti yüce efendim ifade kılarım; nazar-ı dikkatinize minnettarım.","saygi"
"Acele etmek münasip görünmez; bu sebeple temkinli davranırım.","cekince"
"Vaktin niçin geciktiği hususunda malûmat verir misiniz?","merak"
"Acele etmek münasip görünmez; hemen hükme varmak istemem.","cekince"
"Gösterdiğiniz lütfa dolayı şükran duyarım.","minnettarlik"
"Bugün yüzüm gülmedi, çünkü ayrılık ateşi içimi yaktı.","uzuntu"
"Şöyle bir sual var ki, bu işteki hikmet hakkında bir izah var mıdır?","merak"
"Lâkin sonu umulan gibi çıkmayabilir.","cekince"
"Açık söylemek gerekirse vaktin henüz olgunlaşmadığını sanırım; ihtiyat daha evlâdır.","cekince"
"Yakında sabrın semeresi görünecek.","umut"
"Kadr ü kıymeti yüce efendim arz ederim; sözünüz başım üstündedir.","saygi"
"Kadr ü kıymeti yüce efendim tevkir duygusuyla beyan eylerim.","saygi"
"Bu kadarı artık fazladır; bu yersiz davranışa öfkelenirim.","kizginlik"
"Lâkin her işaret güven vermiyor.","cekince"
"Mümkün ise bu hususta izin veriniz; bendenizi mahrum bırakmayınız.","istek"
"Zât-ı âlinize sonsuz tâzimle beyan eylerim; himmetinizi daima aziz tutarım.","saygi"
"Esirgemediğiniz himmete karşı gönülden şükrederim, bu inceliği pek aziz bildim.","minnettarlik"
"Bu edepsizliğe sabır gösteremem; sözünüz yara açtı.","kizginlik"
"Bu zulme tahammül edemem; artık bıkkınlık verdi.","kizginlik"
"Yüreğim incindi; beklediğim kişi görünmedi.","uzuntu"
"Size dolayı bu lütfu daima yâd ederim.","minnettarlik"
"Kanaatim tam değildir sonu umulan gibi çıkmayabilir; bir kere daha düşünmek yerinde olur.","cekince"
"Şerefli efendim sunarım; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Rica eylerim bu hususta izin veriniz.","istek"
"Talebim budur, haber ulaştırınız.","istek"
"Size dolayı teşekkür borçluyum.","minnettarlik"
"Müteber efendim tam bir tâzim ile sunarım.","saygi"
"Vaktim elem ile geçti; sessizlik beni yordu.","uzuntu"
"Her işaret güven vermiyor; içimdeki tereddüt sürer.","cekince"
"Gam beni sardı, çünkü ümidim zayıf düştü.","uzuntu"
"Hayretle sorarım; bu rivayetin nereden doğduğu neye bağlanır?","merak"
"Olur ki kapılar açılacak; kalbim buna meyleder.","umut"
"Kalbimde bir tereddüt vardır görünen kadar kolay değildir; bu sebeple temkinli davranırım.","cekince"
"Bu haksızlığa gönlüm isyan eder; vicdan buna susmaz.","kizginlik"
"Huzur-ı âlinize huzurunuza koyarım; iradenizden ayrılmam.","saygi"
"Yakında beklenen haber gelecek.","umut"
"Biraz ihtiyatla söylerim ki vaktin henüz olgunlaşmadığını sanırım.","cekince"
"Bilmeyi isterim ki, vukû bulan işin aslı hakkında bir izah var mıdır?","merak"
"Açık söylemek gerekirse görünen kadar kolay değildir.","cekince"
"Sonu umulan gibi çıkmayabilir; ihtiyat daha evlâdır.","cekince"
"Biraz ihtiyatla söylerim ki bu işe hemen girişmek doğru olmayabilir; bu yüzden duraksarım.","cekince"
"Bu yersiz davranışa sabır gösteremem.","kizginlik"
"Acaba, yarınki ahvâl hakkında bir izah var mıdır?","merak"
"Ümit ederim işler düzelecek; içimde bir ışık yanar.","umut"
"Gönlüm bu yönde muraddar olmuştur, kapıyı açtırınız.","istek"
"Muhterem efendim kemâl-i hürmetle arz ederim; feyzinize sığınırım.","saygi"
"Bu kabalığa buna razı olmam.","kizginlik"
"Bahşettiğiniz vakte karşı minnettarım, müşkülüm çözüldü.","minnettarlik"
"Bu haksızlığa şiddetle karşı çıkarım.","kizginlik"
"Işin görünmeyen tarafı ağır basabilir; kesin söz söylemekte zorlanırım.","cekince"
"Müteber efendim derin bir saygı ile huzurunuza koyarım.","saygi"
"Allah'ın izniyle kapılar açılacak.","umut"
"Zihnimi meşgul eden sual şudur bu yolun nereye varacağı nasıl izah olunur?","merak"
"Şunu öğrenmek muradıyla sorarım bu işteki hikmet nasıldır?","merak"
"Beklediğim kişi görünmedi; hâlimi anlatmak müşkül oldu.","uzuntu"
"Dilerim ki bu hususta izin veriniz.","istek"
"Muhterem efendim kemâl-i hürmetle ifade kılarım.","saygi"
"Doğrusu vaktin henüz olgunlaşmadığını sanırım.","cekince"
"Sevindirici haber gelmedi; gözüm yaşa meyletti.","uzuntu"
"Bu kırıcı tavra öfkelenirim; vicdan buna susmaz.","kizginlik"
"Muhterem efendim takdim ederim; nazar-ı dikkatinize minnettarım.","saygi"
"Ümidim odur ki muradımız gerçekleşecek; gözüm ufka çevrilidir.","umut"
"Şöyle bir sual var ki, vukû bulan işin aslı hakkında bir izah var mıdır?","merak"
"Müteber efendim beyan eylerim; nazar-ı dikkatinize minnettarım.","saygi"
"Sormak isterim bu hâlin sebebi hangi sebepten doğmuştur?","merak"
"Ümit ederim sabrın semeresi görünecek.","umut"
"Bunu büyük bir arzu ile talep ederim, bir cevap veriniz.","istek"
"Lütufkâr efendim hâlisâne hürmetle ifade kılarım.","saygi"
"Talebim budur, bu işi geciktirmeyiniz.","istek"
"Biraz ihtiyatla söylerim ki söylenenler tam yerini bulmayabilir; ihtiyat daha evlâdır.","cekince"
"Acaba, mezkur sözün manası hakkında bir izah var mıdır?","merak"
"İstirham ederim meseleyi tekrar nazardan geçiriniz; gönlüm bu yönde muraddar olmuştur.","istek"
"İstirham ederim kapıyı açtırınız; talebim budur.","istek"
"Size dolayı borcumu kelâm ile ödeyemem.","minnettarlik"
"Devletlü efendim sunarım; himmetinizi daima aziz tutarım.","saygi"
"Esirgemediğiniz himmete hâlisâne teşekkür ederim; yüküm hafifledi.","minnettarlik"
"Keremkâr hazretleri sonsuz tâzimle huzurunuza koyarım; iradenizden ayrılmam.","saygi"
"Bugün yüzüm gülmedi, çünkü muradım hâsıl olmadı.","uzuntu"
"Ümidim zayıf düştü; sessizlik beni yordu.","uzuntu"
"İçimde bir çekince doğdu söylenenler tam yerini bulmayabilir; hemen hükme varmak istemem.","cekince"
"İzzetlü efendim büyük bir edeple arz ederim.","saygi"
"Bununla beraber bu yolda bazı mahzurlar vardır.","cekince"
"Sonu umulan gibi çıkmayabilir; ayakları sıkı basmak gerekir.","cekince"
"Yakında muradımız gerçekleşecek; buna inanırım.","umut"
"Zihnimi meşgul eden sual şudur bu hâlin sebebi hangi cihete varır?","merak"
"Bilmeyi isterim ki, bu hâlin sebebi hakkında bir izah var mıdır?","merak"
"İçim dardır, çünkü beklediğim kişi görünmedi.","uzuntu"
"Gösterdiğiniz lütfa dolayı gönülden şükrederim.","minnettarlik"
"Kapılar açılacak, bekleyişim boşa çıkmaz sanırım.","umut"
"Kanaatim tam değildir acele etmek münasip görünmez.","cekince"
"Şöyle bir sual var ki, işbu rivayetin doğruluğu hakkında bir izah var mıdır?","merak"
"Rica eylerim haber ulaştırınız.","istek"
"Bunun hesabı sorulmalıdır; bu zulme tahammül edemem.","kizginlik"
"Gönlümüz ferah bulacak, gözüm ufka çevrilidir.","umut"
"Doğrusu sonu umulan gibi çıkmayabilir.","cekince"
"Gönlüm der ki talih yüz gösterecek; kalbim buna meyleder.","umut"
"Bu kırıcı tavra hiddet beslerim.","kizginlik"
"Sözüm odur ki söylenenler tam yerini bulmayabilir.","cekince"
"Talih yüz gösterecek, içimden böyle geçer.","umut"
"Kadr ü kıymeti yüce efendim tam bir tâzim ile beyan eylerim; hükmünüze râm olurum.","saygi"
"Lütfedip meseleyi tekrar nazardan geçiriniz.","istek"
"Yüreğim incindi, çünkü ayrılık ateşi içimi yaktı.","uzuntu"
"Kalbimde bir tereddüt vardır her işaret güven vermiyor.","cekince"
"Gösterdiğiniz lütfa karşı iyiliğinizi unutamam, gönlüm ferah buldu.","minnettarlik"
"Bu kabalığa şiddetle karşı çıkarım; insafı terk etmişsiniz.","kizginlik"
"Kanaatimce işler düzelecek.","umut"
"Bu kırıcı tavra rızâ göstermem.","kizginlik"
"Gönlüm der ki dertler hafifleyecek; bu düşünce beni diri tutar.","umut"
"Huzur-ı âlinize bihakkın ihtiram göstererek sunarım.","saygi"
"Doğrusu işin görünmeyen tarafı ağır basabilir.","cekince"
"Bilmeyi isterim ki vaktin niçin geciktiği nedir?","merak"
"Bu kırıcı tavra rızâ göstermem; bunun hesabı sorulmalıdır.","kizginlik"
"Müteber efendim takdim ederim; işaretiniz benim için emirdir.","saygi"
"Bilmeyi isterim ki bu yolun nereye varacağı ne vakit açıklık kazanır?","merak"
"Bunu büyük bir arzu ile talep ederim, haber ulaştırınız.","istek"
"Dilerim ki bir cevap veriniz; bunu büyük bir arzu ile talep ederim.","istek"
"Şöyle bir sual var ki, mezkur sözün manası hakkında bir izah var mıdır?","merak"
"Mümkün ise hâlimi dinleyiniz.","istek"
"Bu kadarı artık fazladır; bu hâle hiddet beslerim.","kizginlik"
"Vaktin henüz olgunlaşmadığını sanırım; içimdeki tereddüt sürer.","cekince"
"Müteber efendim zikrederim; hükmünüze râm olurum.","saygi"
"İdrak etmek isterim vukû bulan işin aslı nasıldır?","merak"
"Bahşettiğiniz vakte dolayı minnettarım.","minnettarlik"
"Lütufkâr efendim dile getiririm; sözünüz başım üstündedir.","saygi"
"Keremkâr hazretleri tam bir tâzim ile huzurunuza koyarım.","saygi"
"Işin görünmeyen tarafı ağır basabilir; içimdeki tereddüt sürer.","cekince"
"Dertler hafifleyecek, tesellim bu yöndedir.","umut"
"Ettiğiniz ihsana iyiliğinizi unutamam; bu inceliği pek aziz bildim.","minnettarlik"
"Lâkin işin görünmeyen tarafı ağır basabilir; ihtiyat daha evlâdır.","cekince"
"Güzel bir sabah gibi dertler hafifleyecek; içimde bir ışık yanar.","umut"
"Bahşettiğiniz vakte dolayı şükrümü arz ederim.","minnettarlik"
"Dilimden neşe eksildi; neşem benden uzaklaştı.","uzuntu"
"Gösterdiğiniz lütfa borcumu kelâm ile ödeyemem; duam sizden yana oldu.","minnettarlik"
"Biraz ihtiyatla söylerim ki söylenenler tam yerini bulmayabilir.","cekince"
"Bunu büyük bir arzu ile talep ederim, mektubumu kabul buyurunuz.","istek"
"Zât-ı âlinize bihakkın ihtiram göstererek takdim ederim; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Temennim budur ki bu hususta izin veriniz.","istek"
"Yüreğim incindi, çünkü beklediğim kişi görünmedi.","uzuntu"
"Gönlüm pek mahzundur, çünkü işim arzu ettiğim gibi gitmedi.","uzuntu"
"Gönlümde bir sual dolaşır, vukû bulan işin aslı hakkında bir izah var mıdır?","merak"
"Bu edepsizliğe rızâ göstermem; adalet duygusu zedelendi.","kizginlik"
"Gönlüm bu yönde muraddar olmuştur, bu işi geciktirmeyiniz.","istek"
"Kapılar açılacak, içimde bir ışık yanar.","umut"
"İdrak etmek isterim o kimsenin maksadı nicedir?","merak"
"Şüphem odur ki bu işe hemen girişmek doğru olmayabilir; tedbir elden bırakılmamalıdır.","cekince"
"Gönlümde bir sual dolaşır o kimsenin maksadı nasıl izah olunur?","merak"
"Gönlüm pek mahzundur; günüm kederle soldu.","uzuntu"
"Arzım odur ki hâlimi dinleyiniz; nihâyet arzum budur.","istek"
"Bununla beraber karar vermeden evvel düşünmek gerekir; bu sebeple temkinli davranırım.","cekince"
"Bununla beraber işin görünmeyen tarafı ağır basabilir.","cekince"
"Yüreğim incindi, çünkü günüm kederle soldu.","uzuntu"
"Cömert nazarınıza şükran duyarım; kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Acaba o kimsenin maksadı nasıldır?","merak"
"Gönlümde bir sual dolaşır, bu hâlin sebebi hakkında bir izah var mıdır?","merak"
"Yaptığınız iyiliğe hâlisâne teşekkür ederim; hatırınız bende daim oldu.","minnettarlik"
"İçimde bir çekince doğdu bu işe hemen girişmek doğru olmayabilir; bu sebeple temkinli davranırım.","cekince"
"Yakında bu karanlık dağılacak.","umut"
"Esirgemediğiniz himmete teşekkür borçluyum; bu inceliği pek aziz bildim.","minnettarlik"
"Lâkin söylenenler tam yerini bulmayabilir.","cekince"
"İnâyet ederseniz haber ulaştırınız; bu niyazımı geri çevirmeyiniz.","istek"
"Bu kabalığa pek gazap duyarım.","kizginlik"
"Verdiğiniz desteğe şükran duyarım; adıma büyük bir iyilik doğdu.","minnettarlik"
"Işim arzu ettiğim gibi gitmedi; gönlüm ferahlanmadı.","uzuntu"
"Gönlüm der ki beklenen haber gelecek.","umut"
"Cömert nazarınıza dolayı şükran duyarım.","minnettarlik"
"Bu karanlık dağılacak, bu düşünce beni diri tutar.","umut"
"Gönlüm der ki işler düzelecek.","umut"
"Doğrusu bu işe hemen girişmek doğru olmayabilir; gönlüm tam mutmain değildir.","cekince"
"İçim dardır, çünkü dilimden neşe eksildi.","uzuntu"
"Güzel bir sabah gibi gönlümüz ferah bulacak.","umut"
"Bu taşkınlığa sabır gösteremem; vicdan buna susmaz.","kizginlik"
"Bu kadarı artık fazladır; bu yersiz davranışa pek gazap duyarım.","kizginlik"
"Yüreğim incindi; vaktim elem ile geçti.","uzuntu"
"Bu kırıcı tavra sabır gösteremem.","kizginlik"
"Lâkin vaktin henüz olgunlaşmadığını sanırım; ihtiyat daha evlâdır.","cekince"
"Sözünüz yara açtı; bu hâle gönlüm isyan eder.","kizginlik"
"Bahtım suskun kaldı, çünkü günüm kederle soldu.","uzuntu"
"İçimde bir çekince doğdu her işaret güven vermiyor; hemen hükme varmak istemem.","cekince"
"Kalbim keder içindedir; dertlerim arttı.","uzuntu"
"Sonu umulan gibi çıkmayabilir; bir kere daha düşünmek yerinde olur.","cekince"
"Bahtım suskun kaldı, çünkü işim arzu ettiğim gibi gitmedi.","uzuntu"
"Talihim karardı, çünkü beklediğim kişi görünmedi.","uzuntu"
"Beklediğim kişi görünmedi; sessizlik beni yordu.","uzuntu"
"Esirgemediğiniz himmete karşı borcumu kelâm ile ödeyemem, gönlüm ferah buldu.","minnettarlik"
"Bu taşkınlığa gönlüm isyan eder.","kizginlik"
"Ümit ederim gönlümüz ferah bulacak; bu düşünce beni diri tutar.","umut"
"Devletlü efendim tevkir duygusuyla zikrederim.","saygi"
"Biraz ihtiyatla söylerim ki acele etmek münasip görünmez.","cekince"
"Lütufkâr efendim ifade kılarım; işaretiniz benim için emirdir.","saygi"
"Bu yersiz davranışa gönlüm isyan eder.","kizginlik"
"Ümidim odur ki dertler hafifleyecek.","umut"
"Gösterdiğiniz lütfa karşı şükrümü arz ederim, dertli hâlim teskin oldu.","minnettarlik"
"Merak ederim ki vaktin niçin geciktiği ne için böyledir?","merak"
"Esirgemediğiniz himmete borcumu kelâm ile ödeyemem; duam sizden yana oldu.","minnettarlik"
"Keremkâr hazretleri samimî bir ihtiramla dile getiririm.","saygi"
"Açık söylemek gerekirse söylenenler tam yerini bulmayabilir; hemen hükme varmak istemem.","cekince"
"Acaba, işbu rivayetin doğruluğu hakkında bir izah var mıdır?","merak"
"Bunu büyük bir arzu ile talep ederim, kapıyı açtırınız.","istek"
"Zât-ı âlinize arz ederim; sözünüz başım üstündedir.","saygi"
"Umarım kapılar açılacak; gözüm ufka çevrilidir.","umut"
"Acaba yarınki ahvâl hangi sebepten doğmuştur?","merak"
"Ayrılık ateşi içimi yaktı; kalbim sükûnet bulmadı.","uzuntu"
"Şöyle bir sual var ki vukû bulan işin aslı hangi cihete varır?","merak"
"Bu zulme buna razı olmam; bu muamele kabul olunmaz.","kizginlik"
"Bu kabalığa hiddet beslerim.","kizginlik"
"Vaktin henüz olgunlaşmadığını sanırım; ihtiyat daha evlâdır.","cekince"
"Kalbim keder içindedir, çünkü muradım hâsıl olmadı.","uzuntu"
"Bugün yüzüm gülmedi, çünkü beklediğim kişi görünmedi.","uzuntu"
"Bu dileğim samimîdir, mektubumu kabul buyurunuz.","istek"
"Gönlüm der ki yarın daha aydınlık olacak; ruhum böyle fısıldar.","umut"
"Mürüvvet buyurup haber ulaştırınız.","istek"
"Müteber efendim tevkir duygusuyla bildiririm.","saygi"
"Işbu rivayetin doğruluğu hususunda malûmat verir misiniz?","merak"
